;Nom;Adresse;Telephone;Site_web;Description;Lieu_proche;Airport;Langue;Avantage;Etoiles
38;Riad Laaroussa Hotel and Spa;3 Derb Bechara Fes medina, Fès 30000 Maroc;null;null;"Excellent choix pour les voyageurs visitant Fès, le Riad Laaroussa Hotel and Spa offre un cadre romantique et de nombreux services conçus pour sublimer votre séjour.
Les chambres du Riad Laaroussa Hotel and Spa sont équipées d'une climatisation, d'un bureau et d'une cheminée. Les clients peuvent également rester connectés grâce au wi-fi gratuit.";, Fez And Friends 6 min, Restaurant Ouliya 6 min, Culture box 6 min, Veggie Pause 6 min, Coin Berbere 3 min, Medersa Bou Inania 5 min, Moulay Abdellah Quarter 5 min, Bab Bou Jeloud 6 min;", Sais Airport14 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Navette aéroport, Spa, Terrasse sur le toit, Consigne, Peignoirs, Climatisation, Bureau, Cheminée, Service de ménage, Service en chambre, Baignoire/douche, Sèche-cheveux, Chambres non-fumeurs, Suites, Chambres familiales, Chambres fumeurs disponibles;4,5 5 étoiles
39;Hotel & Spa Riad Dar Bensouda;14, Zkak El Bgha Elquettanine, Fès 30202 Maroc;null;null;Dès le franchissement de la porte d'entrée, vous accédez à une magnifique œuvre architecturale: l'immense patio de Dar Bensouda. Grâce à la patience d'Abdelatif Ait Ben Abdellah, personnalité reconnue pour son action de sauvegarde du patrimoine de la médina de Marrakech, cette maison d’hôtes de Fès a enfin retrouvée son âme originale.;, Restaurant Ouliya 2 min, Restaurant La Cave 5 min, Le Bistrot au Riad Laaroussa 5 min, Darori Resto 2 min, Coin Berbere 7 min, Al-Attarine Madrasa 5 min, Moulay Abdellah Quarter 3 min, Musée Nejjarîn des Arts et Métiers du bois 4 min;", Sais Airport14 km
Voir tous les vols";Français, Anglais, Arabe;, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Navette aéroport, Salles de conférence, Salle de réception, Spa, Terrasse sur le toit, Climatisation, Salle-à-manger, Cheminée, Service de ménage, Cuisinière, Lits extra longs, Canapé-lit, Baignoire/douche, Vue sur la ville, Vue sur la piscine, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;4,0 5 étoiles
40;Riad Verus;1 Derb Arset Bennis, Batha Fes Medina, Fès 30000 Maroc;null;null;"Si vous recherchez un petit hôtel calme à Fès, alors le Riad Verus est le choix idéal.
Tous près de monuments populaires comme Bab Boujloud (0,5 km) et Moulay Abdellah Quarter (0,6 km), le Riad Verus Hotel est le point de départ parfait pour partir à la découverte de Fès.
Les chambres sont équipées d'une climatisation. Le wi-fi gratuit vous permet également de vous relaxer en restant connecté.";, Restaurant Tresor Fes 3 min, Restaurant Ouliya 6 min, Culture box 6 min, Veggie Pause 6 min, Medersa Bou Inania 6 min, Dar Batha Museum 6 min, The Fes Festival of world sacred music 3 min, Moroccan Suppliers Art 5 min;", Sais Airport14 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe et 1 autre;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Personnel en charge du divertissement, Divertissements le soir, Navette aéroport, Salle de réception, Terrasse sur le toit, Climatisation, Service de ménage, Chambres communicantes disponibles, Coin salon, Canapé, Salles de bain privatives, Douche à l'italienne, Baignoire/douche, Vue sur la ville, Chambres non-fumeurs, Suites, Chambres familiales;4,0 5 étoiles
41;Dar Hafsa;34 Derb Sidi Safi Souiket Ben Safi Talaa Sghira Medina, Fès 30000 Maroc;null;null;"Vous cherchez un endroit où séjourner à Fès ? Voilà ce qu’il vous faut : le Dar Hafsa, un hôtel original qui vous apporte le meilleur de Fès à votre portée.
Équipées d'une climatisation, les chambres du Dar Hafsa offrent tout le confort dont vous avez besoin. Vous pourrez même rester connecté grâce au wi-fi gratuit.";, Restaurant Tresor Fes 6 min, Restaurant Ouliya 5 min, Culture box 6 min, Veggie Pause 6 min, Coin Berbere 4 min, Medersa Bou Inania 6 min, Moulay Abdellah Quarter 4 min, Musée Nejjarîn des Arts et Métiers du bois 5 min;", Sais Airport14 km
Voir tous les vols";Français, Anglais, Arabe;, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Petit-déjeuner inclus, Navette aéroport, Terrasse sur le toit, Consigne, Arrivée/départ express, Service de blanchisserie, Climatisation, Service de ménage, Produits de toilette gratuits, Chambres non-fumeurs, Chambres familiales;3,0 5 étoiles
42;Riad Layalina Fes;10 Bis Derb el Miter Aïn Azliten, Fès 30000 Maroc;tel:0033683102251;https://www.tripadvisor.fr/Commerce?p=TABAIndependentHotels&src=0&geo=1790113&from=Hotel_Review&area=&slot=2&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=255795172&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkeQR1NS_KBKUX27PKsPLA968vbOU8syueWslum8vS3_pCFrcJqSq9VunWFeb0b0teg&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=2&cs=158170882cd712526935f4b22ce4278ba&ba_uid=34f4657a-774f-48ce-b616-dbbe04ecbeb7;Riad Layalina Fes se situe dans le quartier le plus recherché de l’ancienne Médina de Fes, à 5 min. de Bab Boujloud, la célèbre porte bleue. L’hôtel est facile d’accès avec son propre parking gratuit à son pied. Riad Layalina Fes a été totalement rénové en 2011. Il abrite 5 chambres et 2 suites avec climatisation et chauffage. Vous profiterez de sa piscine ainsi que de sa terrasse panoramique offrant une vue exceptionnelle sur toute la médina de Fès. Ce riad en plein coeur de Fez est équipé de TV satellite & du Wi-Fi gratuit dans tout le riad (Fibre optique haut débit garanti). Une équipe attentionnée veillera à votre bien-être. Une cuisinière marocaine est à votre disposition pour vous préparer les meilleures spécialités locales. Notre riad est un havre de paix, de pur style marocain, pour que votre séjour reste inoubliable parmi nous. Idéal pour famille ou groupes, le Riad accueille jusqu’à 19 personnes. 2 options possibles: En chambre d'hôtes ou riad privatisé pour votre événement.;, Fez And Friends 6 min, Culture box 6 min, Veggie Pause 6 min, Restaurant Palais Lahlou 5 min, Coin Berbere 2 min, Medersa Bou Inania 5 min, Bab Bou Jeloud 6 min, Musée Nejjarîn des Arts et Métiers du bois 7 min;", Sais Airport15 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Randonnée, Équitation, Navette aéroport, Terrasse sur le toit, Climatisation, Coffre-fort, TV par câble/satellite, Télévision à écran plat, Vue sur la montagne, Vue sur la ville, Vue sur un monument, Vue sur la piscine, Chambres non-fumeurs, Suites, Chambres familiales;3,0 5 étoiles
43;Palais Faraj Suites & Spa;16-18 Quartier Ziat, Derb Bensouda A Cote De Bab Ziat, Fès 30000 Maroc;null;null;"Découvrez pourquoi le Palais Faraj Suites & Spa est l'hôtel préféré des voyageurs visitant Fès. Offrant un grand confort et un excellent rapport qualité-prix, il propose un cadre un romantique et un large éventail de services conçus pour les voyageurs comme vous.
Situé à proximité des monuments les plus célèbres de Fès, comme Moulay Abdellah Quarter (0,7 km) et Fes el-Bali (1,1 km), le Palais Faraj Suites & Spa est une destination idéale pour les touristes.";, Restaurant Tresor Fes 2 min, Restaurant Ouliya 7 min, Les saveurs de Riad Fes Maya 4 min, L'Amandier Palais Faraj 1 min, Perfect Travel Excursions 6 min, Gallery Chez Mehdi 5 min, R’Cif Market 6 min, Rue Talaa Kebira 2 min;", Sais Airport14 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe et 1 autre;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Navette aéroport, Salles de conférence, Salle de réception, Spa, Chambre hypoallergénique, Rideaux occultants, Climatisation, Bureau, Service de ménage, Cafetière/théière, Télévision à écran plat, Produits de toilette gratuits, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;3,0 5 étoiles
44;Fes Marriott Hotel Jnan Palace;8 Avenue Ahmed Chaouki, Fès 30000 Maroc;tel:0535947250;https://www.tripadvisor.fr/Commerce?p=Marriott_BA&src=183961959&geo=10722142&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=38059&bucket=934872&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=255795212&managed=false&capped=false&gosox=g3xMt9YCHBy3ZUg-YypssegjQviHlJQg6b-lnBPg98x_z9Z0XP9pjcZi3RyRnEOZA8uGCQGmjcVUzrYqKMR8xQI8bf1iu7gD0BPCR2BhYbU&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=2&inYear=2023&outMonth=2&outYear=2023&def_d=true&bapid=1&cs=1e169c169a3696c91322963c25c924382&ba_uid=8a3fec9e-a5f1-4f97-b364-68347504a37e;"Découvrez pourquoi le Fes Marriott Hotel Jnan Palace est l'hôtel préféré des voyageurs visitant Fès. Mélange idéal entre rapport qualité/prix et confort, il offre un cadre familial avec une gamme de services conçus pour les voyageurs comme vous.
Le wi-fi gratuit est offert aux clients et les chambres du Fes Marriott Hotel Jnan Palace sont dotées d'une télévision à écran plat, d'une climatisation et d'un minibar.";, Restaurant Lounge MB 3 min, Restaurant Zohra Marocaine, La Cabane Italienne, Restaurant J'nan El Fassi Marocaine, Cocopraf, Coopérative Artisanale De Fes Boutiques de souvenirs & Magasins spécialisés;", Sais Airport11 km
Voir tous les vols";Français, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Court de tennis, Navette aéroport, Salles de conférence, Climatisation, Service de ménage, Balcon privé, Service en chambre, Coffre-fort, Minibar, Réfrigérateur, Télévision à écran plat, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
45;Riad El Ma;4 Derb Sidi Besri, Meknes 50000 Maroc;null;null;"Tout le monde a besoin d'un cocon douillet où se reposer. Le Riad El Ma est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à Meknes. Réputé pour son cadre de charme et sa proximité de grands restaurants et attractions, le Riad El Ma vous permet de profiter pleinement de ce que Meknes a de mieux à offrir.
Pendant votre séjour le Riad El Ma vous fait profiter d'une conciergerie, d'une terrasse sur le toit et d'un solarium. De plus, l'Hotel Riad El Ma est doté d'une piscine et d'un petit déjeuner inclus offrant l'endroit rêvé pour se relaxer après une journée bien remplie à arpenter les rues de Meknes. Et avantage non négligeable, un parking public payant à proximité est disponible.";, Restaurant Baraka 2 min, Aisha 2 min, Riad ma boheme 4 min, Goût de Meknes 1 min, Médina de Meknès 4 min, El Hedim Square 4 min, Dar Jamai Museum 4 min, Espèce Berbere 5 min;", Sais Airport55 km
Voir tous les vols";Français, Anglais, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Piscine, Petit-déjeuner inclus, Navette aéroport, Terrasse sur le toit, Concierge, Chambres non-fumeurs, Suites, Chambres familiales;5,0 5 étoiles
46;Dar Meknes Tresor;3 Derb Himich, Meknes 50000 Maroc;null;null;null;, Restaurant Baraka 3 min, Aisha 4 min, Riad ma boheme 1 min, Goût de Meknes 2 min, Médina de Meknès 2 min, El Hedim Square 2 min, Mausoleum of Mouley Ismail 6 min, Dar Jamai Museum 1 min;", Sais Airport56 km
Voir tous les vols";Français, Anglais, Arabe;, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Petit-déjeuner inclus, Restaurant, Navette aéroport, Terrasse sur le toit, Consigne, Réception 24 heures sur 24, Chambres non-fumeurs, Suites, Chambres familiales;null
47;Riad d'Or;17 Rue Ain El Anboub et Rue Lalla Aicha Adouia, Meknes 50000 Maroc;null;null;"Tout le monde a besoin d'un cocon douillet où se reposer. Le Riad d'Or est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à Meknes. Réputé pour son cadre familial et sa proximité de grands restaurants et attractions, le Riad d'Or vous permet de profiter pleinement de ce que Meknes a de mieux à offrir.
Les chambres du Riad D'or sont équipées d'une climatisation. Pour encore plus de commodité, elles disposent même d'un internet gratuit.";, Restaurant Baraka 3 min, Aisha 3 min, Riad ma boheme 3 min, Goût de Meknes 1 min, Médina de Meknès 3 min, El Hedim Square 3 min, Mausoleum of Mouley Ismail 6 min, Dar Jamai Museum 3 min;", Sais Airport55 km
Voir tous les vols";Français, Espagnol, Arabe;, Internet gratuit, Piscine, Petit-déjeuner inclus, Navette aéroport, Solarium, Terrasse sur le toit, Concierge, Service de blanchisserie, Climatisation, Chambres non-fumeurs, Suites, Chambres familiales;null
48;Riad Safir;1, Derb Lalla Alamia MEKNES, Meknes 50000 Maroc;null;null;Notre maison d'hôtes est située à l'entrée de la médina de Meknès, à 150 Mètre de la célèbre porte Bab Mansour. Nous vous accueillerons dans un cadre ou la zénitude est le mot d'ordre des propriétaires et de notre personnel. Les terrasses panoramiques vous permettront de jouir d'une exceptionnelle vue d'ensemble sur la médina, de prendre votre petit-déjeuner et de vous prélasser à tout moment de la journée après vos différentes visites dans notre belle ville ou ses alentours. 6 chambres, toutes climatisées et équipées d'une salle de bain individuelle seront votre cocon pendant votre séjour. Les 2 patios intérieurs, la piscine intérieure, la salle de massage reflètent le bien-être oriental. Table d'hôtes, notre cuisinière vous mijotera des repas élaborés avec des produits frais achetés le jour même et peut vous faire partager sa passion des épices. Notre plus : nous ne sommes pas un restaurant, seuls nos résidents peuvent partager ces moments de convivialité.;, Restaurant Baraka 3 min, Aisha 4 min, Riad ma boheme 3 min, Goût de Meknes 2 min, Médina de Meknès 2 min, El Hedim Square 2 min, Mausoleum of Mouley Ismail 5 min, Dar Jamai Museum 3 min;", Sais Airport55 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking public payant sur site, Internet haut débit gratuit (Wi-Fi), Petit-bain, Petit-déjeuner inclus, Terrain de golf, Navette aéroport, Massage corporel complet, Terrasse sur le toit, Climatisation, Service de ménage, Coffre-fort, Chambres non-fumeurs, Suites, Chambres familiales;null
49;Ryad Bab Berdaine;7 Derb Moussa, Ancienne Medina, Meknes 50030 Maroc;null;null;"Découvrez pourquoi la Ryad Bab Berdaine est la chambre d'hôtes préféré des voyageurs visitant Meknes. Mélange idéal entre rapport qualité/prix et confort, il offre un cadre romantique avec une gamme de services conçus pour les voyageurs comme vous.
Les chambres comprennent une climatisation. La chambre d'hôtes met également à votre disposition un wi-fi gratuit.";, Restaurant Baraka 5 min, Aisha 4 min, Riad ma boheme 7 min, Goût de Meknes 6 min, Espèce Berbere 6 min, Dar Elbounania 5 min, Galerie Rahmani 4 min, Great Mosque of Meknes 5 min;", Sais Airport56 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe et 1 autre;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Location de vélos, Randonnée, Babysitting, Animaux domestiques autorisés (Chien/Animaux de compagnie), Navette aéroport, Climatisation, Service en chambre, Eau en bouteille, Chambres non-fumeurs, Chambres familiales;3,0 5 étoiles
50;Riad Amazigh Meknes;32 Derb Moulay Ahmed Chebli, Meknes 50000 Maroc;null;null;"Vous êtes à la recherche d'un cadre romantique et d'une gamme de services conçus pour sublimer votre séjour à Meknes ? Alors la Riad Amazigh Meknes vous apportera entière satisfaction.
Agrémentez votre séjour à l'Hotel Riad Amazigh d'une visite Bab Mansour Gate (2,5 km), une des meilleures attractions de Meknes.";, Restaurant Baraka 1 min, Aisha 1 min, Riad ma boheme 4 min, Goût de Meknes 3 min, Médina de Meknès 5 min, El Hedim Square 5 min, Dar Jamai Museum 4 min, Espèce Berbere 4 min;", Sais Airport56 km
Voir tous les vols";Français, Anglais, Arabe, Italien;, Parking public payant à proximité, Parking sécurisé, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Petit-déjeuner inclus, Terrain de golf, Terrasse sur le toit, Hôtel non-fumeur, Climatisation, Chambres non-fumeurs, Chambres familiales;null
51;Riad Zahraa;5 Derb Sidi Abdellah El Kassri Touta Medina, Meknes 50000 Maroc;null;null;"Si vous recherchez un petit hôtel familial à Meknes, alors le Riad Zahraa est le choix idéal.
Tout près de Bab Mansour Gate (2,6 km), le Riad Zahraa est le point départ parfait pour partir à la découverte de Meknes.
Les chambres comprennent une climatisation. Le petit hôtel met également à votre disposition un wi-fi gratuit.";, Restaurant Baraka 2 min, Aisha 2 min, Riad ma boheme 2 min, Goût de Meknes 2 min, Médina de Meknès 4 min, El Hedim Square 4 min, Dar Jamai Museum 3 min, Espèce Berbere 3 min;", Sais Airport56 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking public payant à proximité, Internet haut débit gratuit (Wi-Fi), Piscine avec vue, Petit-déjeuner inclus, Terrain de golf, Personnel en charge du divertissement, Chaînes de télévision pour enfants, Animaux domestiques autorisés (Chien/Animaux de compagnie), Chambre hypoallergénique, Chambres insonorisées, Climatisation, Balcon privé, Service en chambre, Équipements de chambre VIP, Eau en bouteille, Fer à repasser, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;null
52;Riad Lahboul;6 Derb Ain Selfi Rouamzine, Meknes 50000 Maroc;null;null;Tout le monde a besoin d'un cocon douillet où se reposer. Le Riad Lahboul est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à Meknes. Réputé pour son cadre original et sa proximité de grands restaurants et attractions, le Riad Lahboul vous permet de profiter pleinement de ce que Meknes a de mieux à offrir.;, Restaurant Baraka 5 min, Aisha 6 min, Goût de Meknes 5 min, Restaurant YA HALA Meknes 6 min, Médina de Meknès 7 min, Dar Elbounania 7 min, Meknes Museum 3 min, Galerie Rahmani 5 min;", Sais Airport55 km
Voir tous les vols";Français, Anglais, Arabe;, Parking privé payant à proximité, Internet haut débit gratuit (Wi-Fi), Petit-déjeuner inclus, Divertissements le soir, Jeux de société/puzzles, Babysitting, Livres, DVD, musique pour les enfants, Location de voitures, Peignoirs, Climatisation, Service en chambre, Eau en bouteille, Baignoire/douche, Sèche-cheveux, Chambres non-fumeurs, Chambres familiales;3,0 5 étoiles
53;Ibis Meknes Hotel;Avenue des F.A.R, Meknes 50000 Maroc;null;null;"Découvrez pourquoi l'Ibis Meknes Hotel est l'hôtel préféré des voyageurs visitant Meknes. Mélange idéal entre rapport qualité/prix et confort, il offre une gamme de services conçus pour les voyageurs comme vous.
L'Ibis Meknes Hotel est un hôtel proposant des chambres équipées d'une climatisation. Vous pouvez également compter sur un wi-fi gratuit pour rester connecté tout au long de votre séjour.";, Restaurant Osaka Ait Ben Assou 6 min, Collier de la Colombe 8 min, Riad Yacout Meknes 11 min, Riad d'Or Meknes Medina Restaurant 12 min, Meknes Museum 9 min, Grand Mosque Library 8 min, Zawiyah Shaykh Muhammad Al-habib 8 min, Mosque Lalla Aouda 10 min;", Sais Airport54 km
Voir tous les vols";Français, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Bar/lounge, Activités pour les enfants (Enfants/Pour les familles), Animaux domestiques autorisés (Chien/Animaux de compagnie), Centre d'affaires avec accès Internet, Salle de réception, Climatisation, Service de ménage, Service en chambre, Télévision à écran plat, Chambres non-fumeurs, Chambres familiales;3,0 5 étoiles
54;Michlifen Resort & Golf;Avenue Hassan 2. BP 18, Ifrane 53000 Maroc;null;null;Tout le monde a besoin d'un cocon douillet où se reposer. Le Michlifen Resort & Golf est l'établissement parfait pour les voyageurs souhaitant se ressourcer lors de leur séjour à Ifrane. Réputé pour son cadre romantique et sa proximité de grands restaurants et attractions, le Michlifen Resort & Golf vous permet de profiter pleinement de ce que Ifrane a de mieux à offrir.;, Foodie 9 min, Restaurant DIAFA Awlad Alhaj 1.7 km, Restaurant Platane 1.7 km, My Lil Rome 9 min, Parc La Prairie 9 min, Michlifen Ski Station 11 min;", Sais Airport46 km
Voir tous les vols, Sale Airport163 km
Voir tous les vols";Français, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Centre de remise en forme/Salle de sport, Bar/lounge, Terrain de golf, Court de tennis, Babysitting, Climatisation, Balcon privé, Service en chambre, Coffre-fort, Minibar, Télévision à écran plat, Suite nuptiale, Chambres non-fumeurs, Suites, Chambres familiales;3,0 5 étoiles
55;Zephyr Ifrane;Ifrane 53000 Maroc;null;null;null;, Foodie 9 min, Restaurant DIAFA Awlad Alhaj 11 min, Restaurant Platane 11 min, My Lil Rome 9 min, Parc La Prairie 10 min;", Sais Airport48 km
Voir tous les vols, Sale Airport163 km
Voir tous les vols, Voitures de location
Voir toutes les voitures de location à Ifrane";null;null;5,0 5 étoiles
56;Rise In Valley;Zaouiat Bensmim, Ifrane 10000 Maroc;null;null;null;, Restaurant HASSAN 8.6 km, Foodie 7.1 km, Restaurant Al Hanae 8.6 km, Restaurant DIAFA Awlad Alhaj 5.9 km, Cèdre Gouraud 8.2 km, Parc La Prairie 7.3 km, Michlifen Ski Station 6.6 km, Cooperative Des Artisans Amzrou 8.8 km;", Sais Airport51 km
Voir tous les vols, Sale Airport158 km
Voir tous les vols";Français;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Activités pour les enfants (Enfants/Pour les familles), Animaux domestiques autorisés (Chien/Animaux de compagnie), Navette aéroport, Skis aux pieds, Chambres non-fumeurs, Chambres familiales;5,0 5 étoiles
57;Hôtel Perce Neige;Boulevard Mohamed VI Hay Riad, Ifrane 53000 Maroc;null;null;null;, Foodie 1.6 km, Restaurant DIAFA Awlad Alhaj 8 min, Restaurant Platane 8 min, My Lil Rome 20 min, Parc La Prairie 1.9 km, Michlifen Ski Station 15 min;", Sais Airport48 km
Voir tous les vols, Sale Airport162 km
Voir tous les vols";null;, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Bar/lounge, Restaurant, Hôtel non-fumeur, Service de blanchisserie, Chambres non-fumeurs;5,0 5 étoiles
58;Auberge Tourtite;Route de Ras Elma Ait Faska Bp 26, Ifrane 53000 Maroc;null;null;"Si vous recherchez un hôtel familial à Ifrane, alors l'Auberge Tourtite est le choix idéal.
Vous profiterez de chambres relaxantes équipées d'une kitchenette, et pourrez rester connecté pendant votre séjour car l'Auberge Tourtite propose un wi-fi gratuit.
L'hôtel dispose d'un service de chambre. De plus, l'Auberge Tourtite est doté d'un centre de fitness et d'un petit déjeuner inclus, offrant un endroit plaisant pour se reposer après une journée bien remplie. Pour les clients avec véhicules, un parking gratuit est disponible.";, Restaurant HASSAN 6.6 km, Foodie 8.4 km, Restaurant Al Hanae 6.6 km, Restaurant DIAFA Awlad Alhaj 7.3 km, Cèdre Gouraud 6.8 km, Parc La Prairie 8.6 km, Michlifen Ski Station 8.4 km, Cooperative Des Artisans Amzrou 6.6 km;", Sais Airport55 km
Voir tous les vols, Sale Airport161 km
Voir tous les vols";null;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Centre de remise en forme/Salle de sport, Petit-déjeuner inclus, Activités pour les enfants (Enfants/Pour les familles), Service d'autobus, Service en chambre, Kitchenette, Suites;5,0 5 étoiles
59;Gite du Barrage;Tighramt Barrage Zaouia Ben Smine, Ifrane 53000 Maroc;null;null;null;, Restaurant HASSAN 7.6 km, Foodie 7.6 km, Restaurant Al Hanae 7.7 km, Restaurant DIAFA Awlad Alhaj 6.3 km, Cèdre Gouraud 7.3 km, Parc La Prairie 7.8 km, Michlifen Ski Station 7.2 km, Cooperative Des Artisans Amzrou 7.9 km;", Sais Airport52 km
Voir tous les vols, Sale Airport158 km
Voir tous les vols";null;, Restaurant, Activités pour les enfants (Enfants/Pour les familles);null
60;Résidence Ifrane Palace;Rue Bir Anzarane Bd Mly Abdellah, Ifrane 53100 Maroc;null;null;Une résidence de charme, au centre de la ville à 15 min de la station de ski de Michlifen, IFRANE PALACE vous reçoit dans un cadre exceptionnel. Né d'une passion partagée et de plusieurs années d'effort. Des l'entrée, le bois et la pierre annoncent l'authenticité de l’intérieur et la chaleur de l'accueil, nous vous invitons à venir apprécier le confort de nos 45 suites et chambres qui sont élégantes, sobres et qui répondent à vos exigences de qualité d'une résidence de luxe.;, Foodie 13 min, Restaurant DIAFA Awlad Alhaj 4 min, Restaurant Platane 4 min, My Lil Rome 13 min, Parc La Prairie 16 min, Michlifen Ski Station 12 min;", Sais Airport48 km
Voir tous les vols, Sale Airport163 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Petit-déjeuner inclus, Activités pour les enfants (Enfants/Pour les familles), Concierge, Réception 24 heures sur 24, Arrivée/départ express, Service de ménage, Coffre-fort, Minibar, Chambres non-fumeurs, Suites, Chambres familiales;null
61;L'empreinte d'Ifrane;Angle rues des Erables et des Lilas, Ifrane 53000 Maroc;null;null;"Doté d'une connexion Wi-Fi gratuite dans tout l'établissement, L'empreinte D'Ifrane propose un hébergement à Ifrane.L'hôtel dispose d'une terrasse et d'une vue sur la ville. Vous pourrez déguster un repas au restaurant.
Toutes les chambres sont équipées d'une télévision à écran plat.Les chambres sont pourvues d'un balcon ou d'une terrasse. Chaque chambre dispose d'une salle de bains privative.";, Foodie 2 min, My Lil Rome 3 min, Foodie 2 min, Hotel Restaurant Imperial Peace la Paix 2 min, Parc La Prairie 3 min, Michlifen Ski Station 11 min;", Sais Airport47 km
Voir tous les vols, Sale Airport163 km
Voir tous les vols";Français, Anglais, Arabe;, Internet haut débit gratuit (Wi-Fi), Wi-Fi, Bar/lounge, Restaurant, Petit-déjeuner disponible, Chaises hautes disponibles, Salles de conférence, Peignoirs, Bureau, Service en chambre, Téléphone, Service de réveil/réveil-matin, Couverture chauffante, Baignoire/douche, Produits de toilette gratuits, Chambres non-fumeurs, Suites, Chambres familiales;null
62;La Pommeraie d'Ifrane;8KM Route Ifrane, Ifrane 53000 Maroc;null;null;null;, Foodie 7.5 km, Restaurant DIAFA Awlad Alhaj 8.5 km, Restaurant Platane 8.5 km, My Lil Rome 7.5 km, Parc La Prairie 7.5 km, Michlifen Ski Station 7.4 km, Lake Daït Aoua 8 km;", Sais Airport39 km
Voir tous les vols, Sale Airport163 km
Voir tous les vols";Français, Anglais, Arabe;, Parking gratuit, Internet haut débit gratuit (Wi-Fi), Piscine, Café, Randonnée, Ping-pong, Livres, DVD, musique pour les enfants, Activités pour les enfants (Enfants/Pour les familles), Cheminée, Service de ménage, Service en chambre, Coin salon, Cafetière/théière, Kitchenette, Télévision à écran plat, Baignoire/douche, Chambres familiales;null
63;Farah Inn Hôtel & Resort;Nouvelle Station, Touristique Biladi, Ifrane 53000 Maroc;null;null;"Bienvenue au Farah Inn Ifrane, votre second chez vous à Ifrane. Le Farah Inn Ifrane met tout en œuvre pour rendre votre séjour aussi agréable et relaxant que possible. C'est la raison pour laquelle autant de clients reviennent chaque année.
Les chambres de l'Hotel Farah Inn sont équipées d'une climatisation, d'un réfrigérateur et d'une kitchenette.";, Foodie 2.7 km, Restaurant DIAFA Awlad Alhaj 19 min, Restaurant Platane 19 min, My Lil Rome 2.7 km, Parc La Prairie 3 km, Michlifen Ski Station 2.4 km;", Sais Airport49 km
Voir tous les vols, Sale Airport161 km
Voir tous les vols";Français, Anglais, Espagnol, Arabe;, Parking gratuit, Wi-Fi public, Piscine, Bar/lounge, Location de vélos, Court de tennis, Centre d'affaires avec accès Internet, Salles de conférence, Climatisation, Kitchenette, Réfrigérateur, Télévision à écran plat;null
